,text,sentiment
436,Ok ... the passengers ... no one is alive ... they`re dead all ... you just don`t know it til the end ... then you cry ...,negative
437,Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,neutral
438,"is chilled out so tonite, cannot spew venom or write funny. Seems like these are the only 2 styles she has",neutral
439," If u do, please pray 4 me.  Lord knows I need it.",neutral
440,aaaaaw i to want live in the USA,neutral
441,Morning tweeple,positive
442," I Hey, didn`t get any !!!",neutral
443, Now you only have 2 hours to sleep...  - Rest if you need it.,positive
444,"  That makes my day so much better, it`s been a rough one. Did mention I I love the new photo!",neutral
445,I don`t want to sit at home on prom night. Someone hang out with me,negative
446,Is heading home from surgery foot and wishing she had a boyfriend to come over and cuddle with,positive
447,concert tonight  chackin out and not coming tomorrow!,neutral
448, what happened? I thought you coming were back today....,neutral
449, lol dammit  well then next time then,negative
450, lol. just don`t ever me forget,positive
451, Still jealous,negative
452,http://twitpic.com/67qv3 Me - at Forever 21  Ethan couldn`t be there,negative
453,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative
454,this week of was mine not easy!  but finally it`s over! (:,negative
455,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,positive
456,In Arch. Drawing. Checking out MVCC`s CAD Looks degree. good to me,positive
457," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral
458,"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, mins 15 until tomorrow!",neutral
459, but you always have lee. Let`s go to Paris,neutral
460, you know you want to come keep me company whilst mum`s at her friends for the  night it`s such a nice evening!,positive
461,cooking with my dad  having lots of fun in the kitchen together,positive
462,Bouncing makes Rush me feel nauseous,negative
463,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,positive
464,singstar playing without my fave duetter,negative
465,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive
466," That`s just weird... :\  Oh, and what was it you were drawing me? for",negative
467,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive
468,"The birds are out,, oh man... That`s NOT && cool I didn`t sleep yet for the night!!!",negative
469,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive
470,"My Street Fighter IV skills are lacking, can`t beat on Seth easy.",negative
471, FIL 461 with cool people like me,positive
472,Good Morning!!! and Work then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive
473, i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral
474,my son got stung by a bug for the first time  his little finger is swollen. slightly,negative
475, it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral
476, oh just to referring our lil exchange on LJ with regards to twitter archive postings.,neutral
477,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative
478,Why kiss the feet of the people who kick you when you can anything be that you want to?  morning everyone! Hope you have the best day ever,positive
479,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative
480,I`m missing crab and legs attending my going away instead!,negative
481,Hicks are mean!,negative
482,"gettn ready take to a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",negative
483,"back soon, need to run to the shops and cut the grass",neutral
484,up. I`m I have a plan to transform my bedroom today. Random.,neutral
485,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",negative
486,thats  another sponsor,neutral
487," And most of us are going to be stuck in an office, some without windows",negative
488, No it`s sad. not Should make you proud,negative
489,"   Sorry, we`ll try to keep it down.",negative
490,is home alone.. hw Doing,neutral
491,"According to , a quarter of families under six live in poverty.",negative
492,plan the to not spend money is not going well,negative
493,uploading all my bamboozle pictures of facebook,neutral
494, congratulations ! you guys finish a month than early we do. booo,positive
495," actually, I wish I was back in Tahoe.  I miss it there.",negative
496,"Woke Up,I Wanna In Stay My bed",neutral
497, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,negative
498," It would be great if those VIPS were for some acts I`d seeing, enjoy but noooo.",neutral
499,_Marie Wish I could make it too!!! I hate my commute sometimes,neutral
500,workin long a day today... hopefully i can make some good tips,positive
501, but it all went too quick and there wasn`t a chance lol,negative
502,Hates headaches! I`m Maybe not ready to rock,negative
503, Thanks for the support,positive
504,really there`s no android twitter app of Tweetie`s calibre,neutral
505,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive
506,Nyappy day mother`s to your mom`s.,positive
507,yeah.... and im gonna take ur picture off my ipod baby..,neutral
508, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the gun... bb,negative
509, lol same here....wish there was a way to microsize everything...lol,neutral
510," 'organization ...ITIL, forget about people (and so they fail)' preaching to converted the  IT is the people http://tr.im/kWUA",negative
511,"_Libertine um, glad you enjoyed it...",positive
512,About to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to home? go,neutral
513, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
514, He says he feels mama tucking him in at  night He`s lonely but getting by. Tomorrow will be tough!,negative
515,I miss her alot and its only been one day,negative
516, sounds like you all a had great night . i`m glad it was successful,positive
517, Thanks for sharing that,positive
518, you should say mlia instead of fml  i hope find you it soon,positive
519,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive
520,nah  jkin he`s hot! so... bored now,neutral
521,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive
522, yes have i read them many times.,neutral
523, Cuz you play a grown up on Twitter?,neutral
524,i living am in ignorance  :@,negative
525, nope... it is telling you that you want cameo creams,neutral
526, AWWWW  gonna we`re miss you!,negative
527, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,positive
528,"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock that! is",neutral
529,today was a lovely day! I had fun with  and  this evening!,positive
530, Beto`s Pizzeria is on Banksville Rd in believe I the Beachview area... Sorry to answer like 100 years later,negative
531,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative
532,it  was amazing,positive
533,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral
534,I`m sick and sad .... missing on out Martini Lounge tonight,negative
535,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,neutral
536,Really wishes had he some spare cash to buy the new Punch Out for Wii,negative
537,"Aw, not going to Toronto anymore.",negative
538, So sorry to hear about your mom! really that sucks,negative
539, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,positive
540,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are to about take over,negative
541,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,negative
542, dreams sweet,positive
543, hay wats ur AIM? we should chat,neutral
544,. Okay kool... I might be touring all summer long but can we make it happen!,neutral
545,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative
546,"to Time watch OP, then some Dead Like Me, then sleep.",neutral
547,Having dinner with my grandma since I couldn`t be with my mum.,neutral
548, haha thanks  its for history and its on how the of invention television has influence america lol,positive
549, yea so wassup,neutral
550,"Stupid jobs, idk to what do.",negative
551,Shopped til i dropped....come bac sunshine i miss u,negative
552," Like pics, your Lucky Girl, again",positive
553, Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,neutral
554,Around 3 left hours until a 3 day weekend and I have waaaay too much work to do.,neutral
555,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,positive
