,text,sentiment
427,"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",positive
428,Ok ... ehe passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...,negative
429,Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.,neutral
430,"is chilled out tonite, so cannoot spew venom or write funny. Seems like these are the only 2 styles she has",neutral
431," If u do, please pray 4 me.  Lord knows I need it.",neutral
432,aaaaaw i want to live in theeee USA,neutral
433,Morning tweeple,positive
434," Hey, I didn`t geet any !!!",neutral
435, Now you only have 2 hours to sleep...  - Rest if you need it.,positive
436,"  That makes my daaay so much better, it`s been a rough one. Did I mention I love the new photo!",neutral
437,I don`t want to sit at home on prom night. Someone hang out with me,negative
438,Is heading home from footttt surgery and wishing she had a boyfriend to come over and cuddle with,positive
439,concert tonight  chackin out and not coming tomorrow!,neutral
440, ahat happened? I thought you were coming back today....,neutral
441, lol dammit  well then next time then,negative
442, lolj just don`t ever forget me,positive
443, Still jealous,negative
444,ht://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,negative
445,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative
446,thhhis week of mine was not easy!  but finally it`s over! (:,negative
447,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,positive
448,In Arc . Drawing. Checking out MVCC`s CAD degree. Looks good to me,positive
449," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral
450,"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mmmmins until tomorrow!",neutral
451, but you always have lee. Let`s go to Paris,neutral
452, you know you want to come keep me company whilst mumm`s at her friends for the night  it`s such a nice evening!,positive
453,cooking with my dad  having lots of fun in the kitchen together,positive
454,Bouncing Rush makes me feeel nauseous,negative
455,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,positive
456,playing singstar withoutttt my fave duetter,negative
457,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive
458," That`s just weird... :\  Oh, and what was it you wereeee drawing for me?",negative
459,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive
460,"The birare out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",negative
461,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive
462,"My Stre t Fighter IV skills are lacking, can`t beat Seth on easy.",negative
463, FIL 461 with cool people like me,positive
464,Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive
465, i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral
466,my son got stg by a bug for the first time  his little finger is slightly swollen.,negative
467, it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral
468, oj just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral
469,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative
470,Why kiss the f of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,positive
471,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative
472,I`m sing crab legs and attending my going away instead!,negative
473,Hicks are mean!,negative
474,"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a newww heart~whoeva see`s this please say a prayer for my dad",negative
475,"back soon, need to run to the shops and cut the grass",neutral
476,I`m up. I have a plan to transform my bedroom today. Randommm.,neutral
477,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",negative
478, ahats another sponsor,neutral
479," And most of us are going to be stuck in an office, some without windows",negative
480, No it`s not sad. Shouuld make you proud,negative
481,"   Sorry, we`ll try to keep it down.",negative
482,s home alone.. Doing hw,neutral
483,"According to , a quarter of families under six live in poverty.",negative
484,the plan to not spend moneyy is not going well,negative
485,uploading all my bamboozle pictures of facebook,neutral
486, congratulatiiiions ! you guys finish a month early than we do. booo,positive
487," actually, I wish I was back in Tahoe.  I miss it there.",negative
488,"Wok Up,I Wanna Stay In My bed",neutral
489, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,negative
490," It wou d be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",neutral
491,_Marie Wish I could make it too!!! I hate my commute sometimes,neutral
492,workin l long day today... hopefully i can make some good tips,positive
493, but it all went too quick and there wasn`t a chance lol,negative
494,Hattes headaches! Maybe I`m not ready to rock,negative
495, Thanks for the support,positive
496,thes really no android twitter app of Tweetie`s calibre,neutral
497,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive
498,Nyy mother`s day to your mom`s.,positive
499,yeah.... and im gonna take ur picture off my ipod baby..,neutral
500, traumatizinm moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,negative
501, lol same here....wish there was a way to microsize everything...lol,neutral
502," 'organizaion ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",negative
503,"_Libertine um, glad you enjoyed it...",positive
504,Abo to have dinner and then an evening of playing cards. Already packed and ready to head home tomorrow   Do we have to go home?,neutral
505, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
506, Hesays he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,negative
507,I miss her alot and its only been one day,negative
508, sounds like you all had a great night . i`m glad iiiit was successful,positive
509, Thanks for sharing that,positive
510, you should say mlia instead of fml  i hope yoou find it soon,positive
511,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive
512, n h jkin he`s hot! so... bored now,neutral
513,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive
514, yei i have read them many times.,neutral
515, Cuz you play a grown up on Twitter?,neutral
516,imam living in ignorance  :@,negative
517, nope... it is telling you that you want cameo creams,neutral
518, AWWW  we`re gonna miss you!,negative
519, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,positive
520,_terrible hahat that was new  the fact that he couldn`t do it should have cost his part. What kind of Spock is that!,neutral
521,today was a lovely day! I had fun with  and  this evening!,positive
522, Beto`s Pizzeria is on Bankkkksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,negative
523,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative
524,  t was amazing,positive
525,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral
526,I`m sk and sad .... missing out on Martini Lounge tonight,negative
527,Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,neutral
528,Rlally wishes he had some spare cash to buy the new Punch Out for Wii,negative
529,"Aw, not going to Toronto anymore.",negative
530,  sorry to hear about your mom! that really sucks,negative
531, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,positive
532,Can`tlsleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,negative
533,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,negative
534, hay wats ur AIM? we should chat,neutral
535,. Okay ol... I might be touring all summer long but we can make it happen!,neutral
536,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative
537,"Time tw watch OP, then some Dead Like Me, then sleep.",neutral
538,Having dinner with my grandma since I couldn`t be with my mum.,neutral
539, haha thanks  its for history and its on how the invention of televvvvision has influence america lol,positive
540, yea so wassup,neutral
541,"Stupid jobs, idk what to doooo.",negative
542,Shopped til i dropped....come bac sunshine i miss u,negative
543," Likeyour pics, Lucky Girl, again",positive
544, Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,neutral
545,Around 3 hrurs left until a 3 day weekend and I have waaaay too much work to do.,neutral
546,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,positive
547," there werttempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",neutral
548, Yes! Join us! All we require is a cupcake donation...,neutral
549,i have such a hard time talking to new people -  II am pretty sure I didn`t make a good impression.....,negative
