,Unnamed: 0,text,sentiment,classification,clean_text
435,435,"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",positive,1.0,urge play wow wait week til im dad day til mcfly im excited l
436,436,Ok ... the passengers ... no one is alive ... they`re dead all ... you just don`t know it til the end ... then you cry ...,negative,0.0,ok passenger one alive theyre dead dont know til end cry
441,441,Morning tweeple,positive,1.0,morning tweeple
443,443, Now you only have 2 hours to sleep...  - Rest if you need it.,positive,1.0,hour sleep rest need
445,445,I don`t want to sit at home on prom night. Someone hang out with me,negative,0.0,dont want sit home prom night someone hang
446,446,Is heading home from surgery foot and wishing she had a boyfriend to come over and cuddle with,positive,1.0,heading home surgery foot wishing boyfriend come cuddle
449,449, lol dammit  well then next time then,negative,0.0,lol dammit well next time
450,450, lol. just don`t ever me forget,positive,1.0,lol dont ever forget
451,451, Still jealous,negative,0.0,still jealous
452,452,http://twitpic.com/67qv3 Me - at Forever 21  Ethan couldn`t be there,negative,0.0,httptwitpiccomqv forever ethan couldnt
453,453,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative,0.0,im sad im giving firsti didnt nothing
454,454,this week of was mine not easy!  but finally it`s over! (:,negative,0.0,week mine easy finally
455,455,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,positive,1.0,wow beautiful picture wayi straightjust wanted let know bella
456,456,In Arch. Drawing. Checking out MVCC`s CAD Looks degree. good to me,positive,1.0,arch drawing checking mvccs cad look degree good
460,460, you know you want to come keep me company whilst mum`s at her friends for the  night it`s such a nice evening!,positive,1.0,know want come keep company whilst mum friend night nice evening
461,461,cooking with my dad  having lots of fun in the kitchen together,positive,1.0,cooking dad lot fun kitchen together
462,462,Bouncing makes Rush me feel nauseous,negative,0.0,bouncing make rush feel nauseous
463,463,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,positive,1.0,woolsery morning hopefully see north molton u clinch north devon league title lovely day
464,464,singstar playing without my fave duetter,negative,0.0,singstar playing without fave duetter
465,465,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive,1.0,youre missing bb im cereal nut think like every kind available
466,466," That`s just weird... :\  Oh, and what was it you were drawing me? for",negative,0.0,thats weird oh drawing
467,467,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive,1.0,woke mum singing new gnr cd replacement bought im good daughter
468,468,"The birds are out,, oh man... That`s NOT && cool I didn`t sleep yet for the night!!!",negative,0.0,bird oh man thats cool didnt sleep yet night
469,469,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive,1.0,mile go thats ok u radio alwas help
470,470,"My Street Fighter IV skills are lacking, can`t beat on Seth easy.",negative,0.0,street fighter iv skill lacking cant beat seth easy
471,471, FIL 461 with cool people like me,positive,1.0,fil cool people like
472,472,Good Morning!!! and Work then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive,1.0,good morning work espns sunday night baseball hopefully wont get rained
474,474,my son got stung by a bug for the first time  his little finger is swollen. slightly,negative,0.0,son got stung bug first time little finger swollen slightly
477,477,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative,0.0,bumping dj opus drunk car lmao dont act like u dont know
478,478,Why kiss the feet of the people who kick you when you can anything be that you want to?  morning everyone! Hope you have the best day ever,positive,1.0,kiss foot people kick anything want morning everyone hope best day ever
479,479,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative,0.0,here brief preview httpbitlyehcfp omg james creepy role im scared
480,480,I`m missing crab and legs attending my going away instead!,negative,0.0,im missing crab leg attending going away instead
481,481,Hicks are mean!,negative,0.0,hick mean
482,482,"gettn ready take to a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",negative,0.0,gettn ready take trip jersey dad good need new heartwhoeva see please say prayer dad
485,485,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",negative,0.0,home tomorrow running spinning time chiropractor laundry shopping visiting family missing nathan
487,487," And most of us are going to be stuck in an office, some without windows",negative,0.0,u going stuck office without window
488,488, No it`s sad. not Should make you proud,negative,0.0,sad make proud
489,489,"   Sorry, we`ll try to keep it down.",negative,0.0,sorry well try keep
491,491,"According to , a quarter of families under six live in poverty.",negative,0.0,according quarter family six live poverty
492,492,plan the to not spend money is not going well,negative,0.0,plan spend money going well
494,494, congratulations ! you guys finish a month than early we do. booo,positive,1.0,congratulation guy finish month early booo
495,495," actually, I wish I was back in Tahoe.  I miss it there.",negative,0.0,actually wish back tahoe miss
497,497, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,negative,0.0,bday june wack ihavent seen promotion bday party someone better finagle asap
500,500,workin long a day today... hopefully i can make some good tips,positive,1.0,workin long day today hopefully make good tip
501,501, but it all went too quick and there wasn`t a chance lol,negative,0.0,went quick wasnt chance lol
502,502,Hates headaches! I`m Maybe not ready to rock,negative,0.0,hate headache im maybe ready rock
503,503, Thanks for the support,positive,1.0,thanks support
505,505,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive,1.0,good day driving mountain visiting katie eating chip fudge stocking lovely smelling soap
506,506,Nyappy day mother`s to your mom`s.,positive,1.0,nyappy day mother mom
508,508, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the gun... bb,negative,0.0,traumatizing moment childhood dog massacred baby bunny brother got gun bb
510,510," 'organization ...ITIL, forget about people (and so they fail)' preaching to converted the  IT is the people http://tr.im/kWUA",negative,0.0,organization itil forget people fail preaching converted people httptrimkwua
511,511,"_Libertine um, glad you enjoyed it...",positive,1.0,libertine um glad enjoyed
513,513, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative,0.0,im allergic cat tonsil get swollen hurt dooo
514,514, He says he feels mama tucking him in at  night He`s lonely but getting by. Tomorrow will be tough!,negative,0.0,say feel mama tucking night he lonely getting tomorrow tough
515,515,I miss her alot and its only been one day,negative,0.0,miss alot one day
516,516, sounds like you all a had great night . i`m glad it was successful,positive,1.0,sound like great night im glad successful
517,517, Thanks for sharing that,positive,1.0,thanks sharing
518,518, you should say mlia instead of fml  i hope find you it soon,positive,1.0,say mlia instead fml hope find soon
519,519,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive,1.0,garden going well almost corn pea onion beet yet though
521,521,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive,1.0,ahhh im sqeaky clean fresh even though im wearing dirty clothes love two half men amazing
524,524,i living am in ignorance  :@,negative,0.0,living ignorance
526,526, AWWWW  gonna we`re miss you!,negative,0.0,awwww gonna miss
527,527, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,positive,1.0,quite like worthing relaxing place nice coffee shop fresh air many oiks
529,529,today was a lovely day! I had fun with  and  this evening!,positive,1.0,today lovely day fun evening
530,530, Beto`s Pizzeria is on Banksville Rd in believe I the Beachview area... Sorry to answer like 100 years later,negative,0.0,betos pizzeria banksville rd believe beachview area sorry answer like year later
531,531,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative,0.0,sigh sister bein strange came way copenhagen london phone turned wanna see dammit
532,532,it  was amazing,positive,1.0,amazing
534,534,I`m sick and sad .... missing on out Martini Lounge tonight,negative,0.0,im sick sad missing martini lounge tonight
536,536,Really wishes had he some spare cash to buy the new Punch Out for Wii,negative,0.0,really wish spare cash buy new punch wii
537,537,"Aw, not going to Toronto anymore.",negative,0.0,aw going toronto anymore
538,538, So sorry to hear about your mom! really that sucks,negative,0.0,sorry hear mom really suck
539,539, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,positive,1.0,feel hope smooth flight safe mucho amor boston
540,540,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are to about take over,negative,0.0,cant sleepso im watching hgtv im afraid infomercial take
541,541,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,negative,0.0,im getting family ready kaylees graduation gonna make sad
542,542, dreams sweet,positive,1.0,dream sweet
545,545,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative,0.0,pain big toe got stomped hokey cokeu throbbing anyone suggestion heal
548,548, haha thanks  its for history and its on how the of invention television has influence america lol,positive,1.0,haha thanks history invention television influence america lol
550,550,"Stupid jobs, idk to what do.",negative,0.0,stupid job idk
551,551,Shopped til i dropped....come bac sunshine i miss u,negative,0.0,shopped til droppedcome bac sunshine miss u
