,text,sentiment,classification,clean_text
455,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative,0.0,im sad im giving firsti didnt nothing
456,this week of mine was not easy!  but finally it`s over! (:,negative,0.0,week mine easy finally
457,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,positive,1.0,wow beautiful picture wayi straightjust wanted let know bella
458,In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,positive,1.0,arch drawing checking mvccs cad degree look good
462, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive,1.0,know want come keep company whilst mum friend night nice evening
463,cooking with my dad  having lots of fun in the kitchen together,positive,1.0,cooking dad lot fun kitchen together
464,Bouncing Rush makes me feel nauseous,negative,0.0,bouncing rush make feel nauseous
465,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,positive,1.0,woolsery morning hopefully see north molton u clinch north devon league title lovely day
466,playing singstar without my fave duetter,negative,0.0,playing singstar without fave duetter
467,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive,1.0,youre missing bb im cereal nut think like every kind available
468," That`s just weird... :\  Oh, and what was it you were drawing for me?",negative,0.0,thats weird oh drawing
469,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive,1.0,woke mum singing new gnr cd replacement bought im good daughter
470,"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",negative,0.0,bird oh man thats cool didnt sleep yet night
471,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",positive,1.0,mile go thats ok u radio alwas help
472,"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",negative,0.0,street fighter iv skill lacking cant beat seth easy
473, FIL 461 with cool people like me,positive,1.0,fil cool people like
474,Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,positive,1.0,good morning work espns sunday night baseball hopefully wont get rained
476,my son got stung by a bug for the first time  his little finger is slightly swollen.,negative,0.0,son got stung bug first time little finger slightly swollen
479,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,negative,0.0,bumping dj opus drunk car lmao dont act like u dont know
480,Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,positive,1.0,kiss foot people kick anything want morning everyone hope best day ever
481,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,negative,0.0,here brief preview httpbitlyehcfp omg james creepy role im scared
482,I`m missing crab legs and attending my going away instead!,negative,0.0,im missing crab leg attending going away instead
483,Hicks are mean!,negative,0.0,hick mean
484,"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",negative,0.0,gettn ready take trip jersey dad good need new heartwhoeva see please say prayer dad
487,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",negative,0.0,home tomorrow running spinning time chiropractor laundry shopping visiting family missing nathan
489," And most of us are going to be stuck in an office, some without windows",negative,0.0,u going stuck office without window
490, No it`s not sad. Should make you proud,negative,0.0,sad make proud
491,"   Sorry, we`ll try to keep it down.",negative,0.0,sorry well try keep
493,"According to , a quarter of families under six live in poverty.",negative,0.0,according quarter family six live poverty
494,the plan to not spend money is not going well,negative,0.0,plan spend money going well
496, congratulations ! you guys finish a month early than we do. booo,positive,1.0,congratulation guy finish month early booo
497," actually, I wish I was back in Tahoe.  I miss it there.",negative,0.0,actually wish back tahoe miss
499, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,negative,0.0,bday june wack ihavent seen promotion bday party someone better finagle asap
502,workin a long day today... hopefully i can make some good tips,positive,1.0,workin long day today hopefully make good tip
503, but it all went too quick and there wasn`t a chance lol,negative,0.0,went quick wasnt chance lol
504,Hates headaches! Maybe I`m not ready to rock,negative,0.0,hate headache maybe im ready rock
505, Thanks for the support,positive,1.0,thanks support
507,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive,1.0,good day driving mountain visiting katie eating chip fudge stocking lovely smelling soap
508,Nyappy mother`s day to your mom`s.,positive,1.0,nyappy mother day mom
510, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,negative,0.0,traumatizing moment childhood dog massacred baby bunny brother got bb gun
512," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",negative,0.0,organization itil forget people fail preaching converted people httptrimkwua
513,"_Libertine um, glad you enjoyed it...",positive,1.0,libertine um glad enjoyed
515, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative,0.0,im allergic cat tonsil get swollen hurt dooo
516, He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,negative,0.0,say feel mama tucking night he lonely getting tomorrow tough
517,I miss her alot and its only been one day,negative,0.0,miss alot one day
518, sounds like you all had a great night . i`m glad it was successful,positive,1.0,sound like great night im glad successful
519, Thanks for sharing that,positive,1.0,thanks sharing
520, you should say mlia instead of fml  i hope you find it soon,positive,1.0,say mlia instead fml hope find soon
521,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive,1.0,garden going well almost corn pea onion beet yet though
523,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive,1.0,ahhh im sqeaky clean fresh even though im wearing dirty clothes love two half men amazing
526,i am living in ignorance  :@,negative,0.0,living ignorance
528, AWWWW  we`re gonna miss you!,negative,0.0,awwww gonna miss
529, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,positive,1.0,quite like worthing relaxing place nice coffee shop fresh air many oiks
531,today was a lovely day! I had fun with  and  this evening!,positive,1.0,today lovely day fun evening
532, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,negative,0.0,betos pizzeria banksville rd believe beachview area sorry answer like year later
533,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative,0.0,sigh sister bein strange came way copenhagen london phone turned wanna see dammit
534, it was amazing,positive,1.0,amazing
536,I`m sick and sad .... missing out on Martini Lounge tonight,negative,0.0,im sick sad missing martini lounge tonight
538,Really wishes he had some spare cash to buy the new Punch Out for Wii,negative,0.0,really wish spare cash buy new punch wii
539,"Aw, not going to Toronto anymore.",negative,0.0,aw going toronto anymore
540, So sorry to hear about your mom! that really sucks,negative,0.0,sorry hear mom really suck
541, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,positive,1.0,feel hope smooth flight safe mucho amor boston
542,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,negative,0.0,cant sleepso im watching hgtv im afraid infomercial take
543,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,negative,0.0,im getting family ready kaylees graduation gonna make sad
544, sweet dreams,positive,1.0,sweet dream
547,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative,0.0,pain big toe got stomped hokey cokeu throbbing anyone suggestion heal
550, haha thanks  its for history and its on how the invention of television has influence america lol,positive,1.0,haha thanks history invention television influence america lol
552,"Stupid jobs, idk what to do.",negative,0.0,stupid job idk
553,Shopped til i dropped....come bac sunshine i miss u,negative,0.0,shopped til droppedcome bac sunshine miss u
554," Like your pics, Lucky Girl, again",positive,1.0,like pic lucky girl
557,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,positive,1.0,feeling loved mom got nikon cool pix birthday
560,i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,negative,0.0,hard time talking new people pretty sure didnt make good impression
561,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,negative,0.0,rc haha yup still terrible headache super swollen puffy eye dont think im going todayugh
563,And the Sun is shinning.........at last,positive,1.0,sun shinningat last
564,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",negative,0.0,slowest train ever stop everywhere missed quick train minute
568,"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",negative,0.0,dont think ive ever tierd lifeughgoodnightso sleeping tomorrow
570,why doesnt he want me anymore,negative,0.0,doesnt want anymore
571,bad hair day,negative,0.0,bad hair day
572,.....headache,negative,0.0,headache
573,sorry guys i didn`t sign in for a while  sorry every1,negative,0.0,sorry guy didnt sign sorry every
